,id,BoxOffice
4782,dead_europe,
4783,1208882-cove,$869.7K
4784,impetigore,
4785,teenage_mutant_ninja_turtles_2_the_secret_of_the_ooze,$78.7M
4786,reaping,$25.1M
4787,waterworld,$88.2M
4788,the_suicide_squad,$55.8M
4789,limitless,$79.2M
4790,client,$90.8M
4791,aloha_2015,
4792,the_monster_2016,$12.1K
4793,the_middle_man_2021,
4794,shrek,$267.7M
4795,the_mercy,
4796,happy_new_year_2014,
4797,dream_home_2010,
4798,somethings_gotta_give,$124.6M
4799,1013077-magnificent_seven,
4800,1007154-father_of_the_bride,
4801,jose,$26.6K
4802,some_velvet_morning_2013,
4803,lost_world_jurassic_park,$229.1M
4804,new_york_doll,$217.7K
4805,the_last_king_of_scotland,$17.6M
4806,the_big_bad_fox_and_other_tales,
4807,no_reservations,$43.1M
4808,madame_2018,
4809,the_imaginarium_of_doctor_parnassus,$7.7M
4810,korengal,$55.2K
4811,still_the_water,
4812,1022191-twins,$107.4M
4813,last_ounce_of_courage,$3.3M
4814,joannas-flower-power-flower-design2007,$44.3K
4815,microbe_and_gasoline,$57.5K
4816,springsteen_and_i_2013,
4817,thomas_crown_affair_the,$69.3M
4818,a-wedding-for-bella,$903.3K
4819,uninvited_2009,$28.6M
4820,sisters_with_transistors,
4821,man_without_a_face,$23.1M
4822,article_99,$6.2M
4823,day_without_a_mexican,$4.2M
4824,riding_alone_for_thousands_of_miles,$251.6K
4825,far_from_the_tree,$156.1K
4826,raven,
4827,socrates_2019,
4828,heavenly_creatures,$870.8K
4829,spark_a_burning_man_story,$120.1K
4830,the_taste_of_money,
4831,possession,$10.1M
4832,rendezvous_in_paris,$853.8K
4833,the_flower_of_my_secret,$938.7K
4834,1023205-warriors,
4835,shedevil,$12.8M
4836,ghost_in_the_shell_2_innocence,$924.5K
4837,possum,
4838,fear_of_fear,
4839,live_nude_girls_unite,$84.7K
4840,mad_city,$10.6M
4841,grown_ups_2,$133.7M
4842,transformers_the_the_movie,$5.8M
4843,populaire,$175.3K
4844,goodbye_20th_century,
4845,the_american_meme,
4846,300,$210.6M
4847,danny_deckchair,$159.3K
4848,sixth_day,$34.5M
4849,ladybugs,$14.0M
4850,carandiru,$214.0K
4851,all_is_lost_2013,$6.3M
4852,feedback_2020,
4853,step_up_all_in,$14.9M
4854,be_kind_rewind,$11.2M
4855,aniara,$40.0K
4856,john_rambo,$42.7M
4857,together_2001,$339
4858,happy_as_lazzaro,
4859,chaos_walking,$13.3M
4860,the_little_vampire_3d,
4861,the_hitcher,$2.1M
4862,1119133-ash_wednesday,$2.9K
4863,car_54_where_are_you,$1.1M
4864,born_to_be_wild_2011,$26.0M
4865,our_man_flint,
4866,harold_and_lillian_a_hollywood_love_story,
4867,rabbit_hole,$2.2M
4868,adventures_of_pluto_nash,$4.4M
4869,mark_mary_and_some_other_people,
4870,eastern_promises,$17.1M
4871,on_chesil_beach,$741.6K
4872,the-social-network,$96.9M
4873,astronaut_2019,
4874,el_camino_a_breaking_bad_movie,
4875,1016834-prom_night,
4876,death_at_a_funeral,
4877,up_for_grabs,$1.9K
4878,the_legacy_of_a_whitetail_deer_hunter,
4879,close_2019,
4880,besieged,$2.0M
4881,grace_of_my_heart,$646.9K
4882,a_kid_like_jake,$44.8K
4883,1178348-the_last_time,
4884,fantastic_voyage,
4885,curdled,$51.0K
4886,1088763-underground,$154.0K
4887,another_year_2010,$3.2M
4888,straight_story,$6.2M
4889,forsaken,$6.7M
4890,bride_of_re_animator,
4891,10010785-grace,
4892,bringing_out_the_dead,$16.6M
4893,1014481-mutiny_on_the_bounty,
4894,atlas_shrugged_part_ii,$3.3M
4895,circumstance,$452.6K
4896,miss_sloane,$3.5M
4897,billy_elliot,$22.0M
4898,players_club,$23.0M
4899,loved_one,
4900,wheel_of_fortune_and_fantasy,
4901,dealing_with_idiots,$15.3K
4902,targets,
4903,life_or_something_like_it,$14.4M
4904,pin_cushion,
4905,ouija_2014,$50.8M
4906,ballad_of_ramblin_jack,$221.9K
4907,love_exposure_2008,
4908,hilo_country,$163.8K
4909,1074465-michael,$95.3M
4910,people_places_things,$407.2K
4911,fatman,$263.7K
4912,my_left_foot,$14.5M
4913,condorman,
4914,raising_arizona,$21.1M
4915,imperium,
4916,vacancy,$18.9M
4917,the_cave_2019,$60.9K
4918,never_say_never_again,
4919,flypaper_2011,$1.1K
4920,dreams_on_fire,
4921,my_heart_cant_beat_unless_you_tell_it_to,
4922,mike_wallace_is_here,$278.8K
4923,stephen_kings_a_good_marriage,
4924,angus_thongs_and_perfect_snogging,
4925,the_other_tom,
4926,inside_deep_throat,$653.6K
4927,16_years_of_alcohol,$7.5K
4928,defendor,$37.6K
4929,answer_man,$25.6K
4930,i_am_sam,$40.3M
4931,10008290-salon,$92.4K
4932,smurfs_the_lost_village,$45.0M
4933,larry_the_cable_guy_health_inspector,$15.7M
4934,letter_from_an_unknown_woman,
4935,yours_mine_and_ours,$53.4M
4936,iron_man,$318.3M
4937,candyman_day_of_the_dead,
4938,prancer,$18.1M
4939,ash_is_purest_white,$416.0K
4940,so_i_married_an_axe_murderer,$9.0M
4941,passion_in_the_desert,$249.7K
4942,apt_pupil,$8.8M
4943,elsa_and_fred_2008,
4944,1108704-planet_of_the_apes,$180.0M
4945,cleo_de_5_a_7,
4946,down_with_love,$20.3M
4947,night_teeth,
4948,bubba_ho_tep,$891.9K
4949,universal_soldier_the_return,$10.4M
4950,david_byrnes_american_utopia,
4951,the_other_woman_2011,$20.6K
4952,the_conjuring_the_devil_made_me_do_it,$65.6M
4953,martian_child,$7.5M
4954,exotica,$5.0M
4955,the_fate_of_the_furious,$225.7M
4956,the_big_uneasy_2010,
4957,swan_song_2021,$125.0K
4958,1012370-lilies_of_the_field,
4959,azumi2003,
4960,jimmy_carter_rock_and_roll_president,
4961,deliver_us_from_eva,$17.3M
4962,bride_of_the_wind,$419.4K
4963,judas_and_the_black_messiah,$5.0M
4964,mccullin,
4965,contempt,$247.8K
4966,the_fits_2016,$166.4K
4967,hands_of_stone,$4.7M
4968,bad_moms,$113.2M
4969,mr_deeds_goes_to_town,
4970,what_the__do_we_know,$10.9M
4971,darkness,$22.2M
4972,the_tragedy_of_macbeth_2021,
4973,1159177-free_zone,$32.4K
4974,the_road_movie,$21.0K
4975,kung_fu_yoga,$357.3K
4976,zombieland_double_tap,$73.1M
4977,creator,$4.6M
4978,bella,$8.1M
4979,the_wild,
4980,bad_luck_banging_or_loony_porn,$71.8K
4981,the_place_of_no_words,
4982,invasion,$15.1M
4983,dear_evan_hansen,$15.0M
4984,patema_inverted,
4985,aftermath_2017,
4986,brigadoon,
4987,ghost_rider,$115.8M
4988,the_secret_world_of_arrietty,
4989,nickys_family_2011,
4990,london_fields,$249.8K
4991,vivo,
4992,dantes_peak,$67.2M
4993,criminal_2016,$14.7M
4994,norbit,$95.3M
4995,black_panther_2018,$700.2M
4996,year_of_living_dangerously,
4997,drawing_restraint_9,$225.0K
4998,live_die_repeat_edge_of_tomorrow,$100.2M
4999,7_days_in_hell,
5000,trespass,$12.5M
5001,interior_leather_bar_2013,$40.9K
5002,pokemon_heroes,$744.9K
5003,10012213-welcome,$13.5K
5004,fort_tilden,
5005,fast_and_furious,$155.0M
5006,a_nagy_fuzet_2013,$66.2K
5007,4_little_girls,$130.1K
5008,american_underdog,$26.5M
5009,hold_your_fire_2021,$3.0K
5010,utama,$52.8K
5011,distant,$10.2K
5012,happy_texas,$1.9M
5013,pirates_of_the_caribbean_3,$309.4M
5014,chronicles_of_narnia_the_voyage_of_the_dawn_treader,$104.4M
5015,max_cloud,
5016,edge,$27.8M
5017,slice_2018,
5018,hustler,
5019,snow_in_paradise,
5020,devils_knot,
5021,girls_trip,$115.1M
5022,8_heads_in_a_duffel_bag,$3.6M
5023,the_innkeepers,$77.5K
5024,the_last_full_measure,$2.9M
5025,tango_and_cash,$61.8M
5026,disneynature_penguins,$7.7M
5027,haunter_2013,
5028,view_from_the_top,$15.6M
5029,home_alone_3,$30.7M
5030,1122382-spellbound,$5.7M
5031,herb_and_dorothy_50x50_2013,$6.2K
5032,filth_and_the_fury,$606.6K
5033,yurusarezaru_mono,
5034,all_the_kings_men,$7.2M
5035,1178444-take,$5.1K
5036,master_of_the_flying_guillotine,$20.7K
5037,enys_men,$185.1K
5038,this_is_england,$327.9K
5039,these_birds_walk,$5.5K
5040,one_second,
5041,1077494-trial_and_error,$13.6M
5042,boy_2012,$255.2K
5043,crock_of_gold,$2.2K
5044,foolish,$6.0M
5045,gunda_2020,$110.4K
5046,please_baby_please,$24.9K
5047,hollywood_shuffle,$5.2M
5048,1011605-king_and_i,
5049,1188215-blindness,$3.1M
5050,ran,$219.6K
5051,telstar_the_joe_meek_story,
5052,crush_2002,$1.1M
5053,gods_not_dead_2,$20.8M
5054,portrait_of_a_lady_on_fire,$3.8M
5055,villain_2020,
5056,lord_of_war,$24.1M
5057,heal_the_living,$3.2K
5058,kick_ass_2_2013,$28.8M
5059,rosewood,$13.1M
5060,chip_n_dale_rescue_rangers,
5061,mowgli_legend_of_the_jungle,
5062,justice_2011,
5063,vincent_will_meer_2011,
5064,life_in_a_day_2011,$247.2K
5065,star_trek_insurrection,$70.2M
5066,cant_stop_the_music,
5067,moffie,$23.8K
5068,the_roost,$5.3K
5069,hank_and_asha_2013,$10.5K
5070,aquarela,$306.6K
5071,arthur_newman,$207.7K
5072,timbuktu_2015,$1.1M
5073,kill_the_irishman,$1.2M
5074,farinelli,
5075,the_voyeurs_2021,
5076,breaking_and_entering,$929.0K
5077,the_ranger_2018,
5078,jockey_2021,$108.5K
5079,suffragette,$4.7M
5080,bride_flight,$497.3K
5081,we_have_a_ghost,
5082,glass_a_portrait_of_philip_in_twelve_parts,$20.0K
5083,my_cousin_vinny,$50.9M
5084,grocers_son,$276.5K
5085,princess_diaries,$108.2M
5086,bird_on_a_wire,$68.8M
5087,alien_on_stage,
5088,peggy_guggenheim_art_addict,$498.4K
5089,touch_of_zen,
5090,where_eagles_dare,
5091,turn_it_up,$1.2M
5092,1110925-invincible,$80.6K
5093,the_playroom,$3.9K
5094,wonder_boys,$19.4M
5095,perfect_blue_1999,
5096,black_or_white,$21.6M
5097,the_hunter_2012,
5098,monte_carlo_2011,$23.2M
5099,the_kids_grow_up,$10.2K
5100,hail_to_the_deadites,
5101,rango,
5102,dark_passage,
5103,annie_2012,$85.9M
5104,the_armstrong_lie_2013,$381.7K
5105,bitter_tears_of_petra_von_kant,
5106,the_menu,$38.5M
5107,elles_2011,$157.4K
5108,outbreak,$65.9M
5109,kaena_the_prophecy,$7.7K
5110,africa_united_2010,
5111,1005108-doa,$12.7M
5112,stuck_in_love,$79.0K
5113,lancaster,
5114,harry_and_snowman,$559.0K
5115,renaissance,$63.3K
5116,awaydays,
5117,results_2015,$103.9K
5118,backbeat,$1.7M
5119,foxfire_2012,
5120,big_fat_liar,$47.8M
5121,bread_and_roses,$536.5K
5122,fulltime_killer,$15.0K
5123,girl_cut_in_two,$409.7K
5124,betty_blue,$12.0K
5125,demons_2_the_nightmare_returns,
5126,the_christmas_chronicles,
5127,i_daniel_blake,$258.2K
5128,gidget,
5129,a_field_in_england,$30.7K
5130,creation_stories,
5131,sun_children,
5132,coach_carter,$67.3M
5133,the_night_2021,$26.1K
5134,hes_all_that,
5135,dreams_of_a_life,$6.6K
5136,the_best_of_enemies_2019,$10.2M
5137,american_pie,$101.7M
5138,10004617-letter,
5139,linda_ronstadt_the_sound_of_my_voice,$4.3M
5140,three_faces_of_eve,
5141,hotel_transylvania_transformania,
5142,meet_monica_velour,$31.6K
5143,hit_so_hard_2012,$30.4K
5144,feel_the_beat,
5145,gerrymandering,
5146,spiderman_3,$336.5M
5147,true_lies,$146.3M
5148,we_can_be_heroes_2021,
5149,grays_anatomy,$4.7K
5150,breaking_bread_2022,
5151,monster_hunt,$21.1K
5152,lights_in_the_dusk,$13.8K
5153,notorious_betty_page,$1.4M
5154,coeurs,$134.2K
5155,eden_2012,
5156,dog_pound_2010,
5157,journey_of_natty_gann,$8.5M
5158,1202111-greatest,$115.9K
5159,kill_me_later,
5160,sidewalk_stories,$13.5K
5161,peeples,$9.1M
5162,blood_work,
5163,dads-army,
5164,the_great_escape,
5165,1093611-anna_and_the_king,
5166,turistas,$7.0M
5167,tonight_youre_mine,$5.5K
5168,code_name_geronimo,
5169,kissing_a_fool,$4.0M
5170,broken_english,$955.6K
5171,ballerina_2017,$955.6K
5172,midway,
5173,marlina_the_murderer_in_four_acts,$9.9K
5174,a_million_little_pieces,
5175,thelma_2017,$147.1K
5176,last_action_hero,
5177,the_bad_guys_2022,$97.2M
5178,dude_wheres_my_car,$46.7M
5179,phantoms,$5.7M
5180,utopia_2013,
5181,staying_alive,
5182,1046060-high_noon,
5183,ali-g-indahouse-the-movie,
5184,are_we_done_yet,$49.6M
5185,boyz_n_the_hood,$55.1M
5186,light_sleeper,$1.0M
5187,travellers_2011,
5188,operation_finale,$17.6M
5189,uncle_howard,
5190,happily_never_after,
5191,electric_man_2012,
5192,the_forbidden_room_2015,$32.9K
5193,forks_over_knives,
5194,stuck,$67.2K
5195,the_robber_2011,$82.5K
5196,mr_gaga_a_true_story_of_love_and_dance,$174.0K
5197,true_believer,$8.7M
5198,mollys_game,$28.7M
5199,lilting,$26.7K
5200,honest_thief,$14.2M
5201,clean_2022,$315.4K
5202,night_shift,
5203,suntan_2017,$6.2K
5204,the_surrogate_2020,
5205,diego_maradona,
5206,woodlands_dark_and_days_bewitched_a_history_of_folk_horror,
5207,shes_having_a_baby,$14.4M
5208,secret_of_moonacre,
5209,white_bird_in_a_blizzard,$33.5K
5210,bed_and_board,
5211,lovely_molly_2011,
5212,yonkers_joe,$5.0K
5213,switchback,$6.5M
5214,justice_society_world_war_ii,
5215,addicted_to_fresno,
5216,bonjour_tristesse,
5217,baby_mama,$60.3M
5218,die_hard,$82.3M
5219,driven,
5220,into_the_woods_2014,$128.0M
5221,grace_of_monaco_2013,
5222,lagerfeuer,
5223,all_creatures_big_and_small,
5224,brothers_at_war,$152.8K
5225,1117309-fidel,
5226,outcast_2015,
5227,pee_wees_big_holiday,
5228,the_last_mountain,$119.7K
5229,patang_2012,
5230,sardar_udham,
5231,hungry_hearts_2014,
5232,wiener_dog,$445.4K
5233,space_jam,$90.4M
5234,la-lengua-de-las-mariposas-butterfly-butterfly-tongues,$2.1M
5235,de_rouille_et_dos_2012,$2.1M
5236,fahrenheit_119,$6.3M
5237,1078038-fire_down_below,$16.1M
5238,shattered_image,$102.5K
5239,significant_other,
5240,werckmeister_harmonies,$44.5K
5241,superman_man_of_tomorrow,
5242,water_for_elephants,$58.7M
5243,frida,$25.8M
5244,dead_snow,$41.7K
5245,the_kindred,
5246,professor_marston_and_the_wonder_women,$1.6M
5247,los_olvidados,
5248,the_pruitt_igoe_myth_an_urban_history,$44.7K
5249,exterminating_angels,$22.5K
5250,lawnmower_man,
5251,1007910-fright_night,
5252,bronson,$104.8K
5253,running_with_scissors,$6.8M
5254,homeroom,
5255,henry-portrait-of-a-serial-killer,
5256,everlasting_moments,$606.1K
5257,the_babadook,$933.1K
5258,we_are_what_we_are_2013,$76.6K
5259,i_saw_the_light,$1.6M
5260,10008601-fireflies_in_the_garden,$70.6K
5261,fever_dream,
5262,sing_2016,$270.4M
5263,10010066-push,$31.8M
5264,margaret-cho-notorious-cho,$1.0M
5265,boris_karloff_the_man_behind_the_monster,
5266,godzilla_vs_hedorah,
5267,the_ghost_of_peter_sellers,
5268,nascar_the_imax_experience,$20.0M
5269,vegas_vacation,$36.4M
5270,decision_to_leave,$2.2M
5271,chicken_with_plums,$253.7K
5272,sky_captain,$37.8M
5273,christmas_in_july,
5274,red_dawn_2012,$44.8M
5275,step_2017,$973.7K
5276,explorers,
5277,house_of_hummingbird,
5278,thunder_road_2018,
5279,fyre_2019,
5280,unloved,
5281,1043960-made_in_america,$41.8M
5282,1011623-king_of_comedy,
5283,swallows_and_amazons_2017,
5284,minari,$700.0K
5285,kiras_reason_a_love_story,$4.8K
5286,how_to_be_single_2016,$46.8M
5287,the_miseducation_of_cameron_post_2018,$904.7K
5288,the_wrong_missy,
5289,the_go_master,
5290,afghan_star,$101.5K
5291,mr_destiny,$15.4M
5292,jason_goes_to_hell_the_final_friday,$15.6M
5293,the_sweeney,$26.3K
5294,10009055-rocker,$6.4M
5295,paradise_road,$1.9M
5296,come_what_may_2016,$33.3K
5297,the_dry,$364.0K
5298,together_together,$1.4M
5299,kings_row,
5300,great_santini,
5301,beatles_magical_mystery_tour,
5302,hell_baby_2013,$5.0K
5303,sulphur_and_white,
5304,blind-shaft,$33.3K
5305,cannon_arm_and_the_arcade_quest,
5306,rocket_science,$712.4K
5307,seducing_doctor_lewis_2004,$489.3K
5308,baywatch_2017,$58.0M
5309,1196215-lakeview_terrace,$39.3M
5310,then_came_you_2020,
5311,martin_lawrence_live_runteldat,$19.2M
5312,1188209-1188209-strange_culture,
5313,bandit_queen,$42.0K
5314,ghost_story,
5315,10009239-passengers,$270.7K
5316,gedo-senki-tales-from-earthsea,
5317,girls_will_be_girls,$147.2K
5318,animatrix,
5319,new_order_2021,$300.6K
5320,i_am_a_fugitive_from_a_chain_gang,
5321,secretariat,$59.7M
5322,native_son_2019,
5323,six_degrees_of_separation,$6.3M
5324,writing_with_fire,$27.5K
5325,the-debut2000,$1.7M
5326,serial_mom,$6.8M
5327,jack_reacher_never_go_back,$58.7M
5328,ive_loved_you_so_long,$3.2M
5329,synonyms,$205.6K
5330,cameraperson,$101.1K
5331,bodies_rest_and_motion,$732.0K
5332,i_feel_pretty_2018,$48.8M
5333,female_trouble,
5334,the_violators_2015,
5335,saw_ii,$87.0M
5336,im_going_home,
5337,1024191-wrong_man,
5338,adoration,$293.6K
5339,black_dog,$12.8M
5340,1217083-passing_strange,
5341,handsome_harry,$22.9K
5342,hotel_by_the_river,$27.8K
5343,reality_bites,$20.0M
5344,body_at_brighton_rock,$4.7K
5345,onna_ga_kaidan_wo_agaru_toki,
5346,1118700-adaptation,$22.2M
5347,sweetheart,
5348,one_chance,$89.7K
5349,queen_of_glory,
5350,stillwater_2020,$14.4M
5351,thing_called_love,$872.4K
5352,the_president_2016,
5353,1984_1984,
5354,kalamity,
5355,the_electrical_life_of_louis_wain,
5356,i_am_heath_ledger,
5357,1018433-sea_hawk,
5358,wonder_woman_1984,$46.5M
5359,1003120-broken_blossoms,
5360,home_on_the_range,
5361,graceland_2012,
5362,the_art_of_racing_in_the_rain,$26.4M
5363,10011303-helen,
5364,revenge_of_the_electric_car,$150.3K
5365,can_we_take_a_joke_2016,
5366,take_every_wave_the_life_of_laird_hamilton,$167.2K
5367,canopy,$8.5K
5368,soldiers_daughter_never_cries,$1.8M
5369,ghostbusters_afterlife,$128.8M
5370,1040322-of_mice_and_men,$5.0M
5371,felicite_2017,$8.4K
5372,kansas_city,
5373,the_people_vs_george_lucas,
5374,the_outwaters,
5375,diane_2019,$339.4K
5376,1002930-born_yesterday,
5377,bad_turn_worse,
5378,showing_up_2022,$63.0K
5379,sadako_vs_kayako,
5380,hatari,
5381,anon,
5382,buffalo_soldiers,$353.7K
5383,the_stone_roses_made_of_stone,
5384,mostly_martha,$4.2M
5385,affliction,$6.3M
5386,nightbreed,$8.9M
5387,im_not_rappaport,$266.2K
5388,wolfcop,
5389,parallax_view,
5390,catfish,$3.2M
5391,black_and_blue_2019,$22.0M
5392,1032750-hidden_agenda,$69.2K
5393,feels_good_man,
5394,vhs2,$21.4K
5395,wework_or_the_making_and_breaking_of_a_47_billion_unicorn,
5396,rat_pack,
5397,never_too_late_2020,
5398,this_is_not_a_burial_its_a_resurrection,
5399,the_witness_2016,$159.0K
5400,10008954-untraceable,$28.7M
5401,fantastic_four_rise_of_the_silver_surfer,$131.9M
5402,8-12,$139.2K
5403,the_loft,$6.0M
5404,lola_2022,
5405,jiao_you_2013,
5406,eat_drink_man_woman,$7.3M
5407,field_of_dreams,$61.8M
5408,orion_the_man_who_would_be_king,
5409,blithe_spirit_2021,$281.9K
5410,slapface,
5411,1060720-kiss_of_death,$14.7M
5412,killer_klowns_from_outer_space,
5413,1013488-masquerade,$14.4M
5414,my_scientology_movie,$22.4K
5415,blade_runner,$3.9M
5416,donnie_darko,$205.8K
5417,the_brady_bunch_movie,$45.6M
5418,videocracy,$23.6K
5419,1140109-bonjour_monsieur_shlomi,$54.3K
5420,1047985-getaway,$15.5M
5421,another_gay_sequel,
5422,extremely_wicked_shockingly_evil_and_vile,
5423,father_of_my_children,$144.0K
5424,survival_skills,
5425,incredibles,$261.4M
5426,in-my-skin,$31.0K
5427,mindhorn,
5428,you_resemble_me,
5429,1001115-apartment,
5430,dying_laughing,
5431,1194949-wolfman,$61.9M
5432,1211195-debt,$31.1M
5433,precious_cargo_2016,
5434,second_act_2018,$39.2M
5435,perfume_the_story_of_a_murderer,$2.2M
5436,dreaming_of_joseph_lees,$7.7K
5437,beatles_the_help,
5438,trespassers_2019,
5439,alien_trespass,$104.4K
5440,u571,$77.1M
5441,world_of_henry_orient,
5442,lagaan_once_upon_a_time_in_india,$905.9K
5443,newsies,$2.7M
5444,10008618-return,$183.1K
5445,the_expendables_3,$39.3M
5446,step_up_revolution,$35.1M
5447,limbo_1999,$2.0M
5448,vincent_and_theo,$22.6K
5449,a_room_for_romeo_brass,$20.1K
5450,citadel_2012,
5451,oceans_twelve,$125.5M
5452,ride_the_eagle,
5453,claires_knee,
5454,operation_mincemeat,
5455,boston_strangler_2023,
5456,how_to_train_your_dragon_2,$177.0M
5457,h_is_for_happiness,
5458,true_grit_2010,$171.0M
5459,the_ticket_2017,
5460,1074978-crucible,$7.3M
5461,cold_in_july_2014,$414.6K
5462,busters_mal_heart,$72.6K
5463,creative_control,$62.5K
5464,rupture_2017,
5465,un_me_2011,
5466,the_green_prince,$257.8K
5467,man_on_wire,$3.0M
5468,the_one,
5469,jung_e,
5470,fantastic_beasts_and_where_to_find_them,$234.0M
5471,weirdsville,$7.3K
5472,breaking_habits,
5473,boy_and_the_world,$47.6K
5474,stop_loss,$10.9M
5475,peace_officer,$26.6K
5476,my_generation_2017,
5477,the_big_day_1952,
5478,witching_and_bitching,
5479,romance_of_astrea_and_celadon,
5480,holy_mountain,$61.0K
5481,the_lifeguard,
5482,teen_spirit_2019,$296.8K
5483,how_to_get_ahead_in_advertising,$355.2K
5484,magdalene_sisters,$4.9M
5485,it_2016,
5486,hanging_up,$36.0M
5487,1068307-addiction,
5488,transporter_3,$31.3M
5489,minions,$336.0M
5490,slashback,
5491,village,$114.2M
5492,state_like_sleep,$2.8K
5493,mary_2019,
5494,wild_2014,$37.7M
5495,black_white_gray_a_portrait_of_sam_wagstaff_and_robert_mapplethorpe,
5496,1000218-accident,$17.2K
5497,our_house_2018,
5498,already_tomorrow_in_hong_kong,
5499,hercules,$99.1M
5500,i_have_never_forgotten_you_the_life_and_legacy_of_simon_wiesenthal,
5501,circle_of_friends,$21.7M
5502,madre_2020,
5503,austin_powers_international_man_of_mystery,$53.9M
5504,1212891-furry_vengeance,$17.6M
5505,dave,$61.0M
5506,knock_at_the_cabin,$35.4M
5507,mighty_ducks,$50.7M
5508,1005973-diva,$73.4K
5509,the_boy_from_medellin,
5510,clash_of_the_titans_2010,$163.2M
5511,the_island_2007,
5512,kiss_kiss_bang_bang,$4.2M
5513,party_monster,$668.1K
5514,happy_death_day_2u,$28.0M
5515,oliver_and_company,
5516,tank_girl,$3.8M
5517,framing_john_delorean,$145.6K
5518,togo_2019,
5519,hello_again,$20.3M
5520,fear_and_loathing_in_las_vegas,$10.6M
5521,that_evening_sun,$280.3K
5522,army_of_darkness,$10.5M
5523,deepsea_challenge_3d,$149.9K
5524,una_2017,
5525,more_than_ever,
5526,annapolis,$17.1M
5527,hamilton_2020,
5528,dawn_of_the_dead,$58.9M
5529,zero_day,$7.2K
5530,mad_max,
5531,in_the_fade,
5532,i_heart_huckabees,$12.8M
5533,labor_day_2013,$13.4M
5534,heat_2013,
5535,coriolanus_2010,$756.5K
5536,1093881-house_on_haunted_hill,$40.8M
5537,saving_mr_banks_2013,$83.3M
5538,kidnap_2017,$30.7M
5539,away_2019,
5540,you_dont_nomi,
5541,is_that_black_enough_for_you,
5542,cote_dazur_2005,$140.4K
5543,intimate_enemies_2007,
5544,diary_of_a_chambermaid,$19.5K
5545,goodbye_world,
5546,1198511-bustin_down_the_door,
5547,the_collini_case,
5548,glass_2019,$111.0M
5549,less_than_zero,$10.8M
5550,visitors_2013,$81.3K
5551,black_butterfly_2017,
5552,tales_from_the_crypt_1972,
5553,presidio,$18.9M
5554,dolphin_reef,
5555,rope,
5556,terribly_happy,$120.9K
5557,honey_i_blew_up_the_kid,$58.7M
5558,king_knight,
5559,the_house_of_tomorrow_2018,
5560,five_senses,$497.1K
5561,mi_vida_loca_my_crazy_life,$3.0M
5562,in_the_company_of_men,$3.0M
5563,mama_weed,$28.0K
5564,renaissance_man,$24.2M
5565,de_zaak_alzheimer,$332.0K
5566,the_house_that_jack_built_2018,$253.5K
5567,set_fire_to_the_stars,$4.3K
5568,deep_end,$8.8M
5569,wild_at_heart,$14.5M
5570,arthur_2_on_the_rocks,$14.1M
5571,10011243-tormented,
5572,1009211-hard_times,
5573,the_hurricane_heist,$6.1M
5574,america_freedom_to_fascism,$61.2K
5575,steam_the_turkish_bath,$716.1K
5576,the_public,$571.2K
5577,source_code,$54.7M
5578,two_thousand_maniacs,
5579,raise_the_red_lantern,$22.6K
5580,sonita_2015,
5581,sneakers,$50.6M
5582,horror_of_dracula,
5583,high_life_2019,$1.2M
5584,mile_22,$36.1M
5585,spring_breakers_2013,$14.1M
5586,true_history_of_the_kelly_gang,$33.8K
5587,two_can_play_that_game,$22.2M
5588,comebacks,$13.3M
5589,my_little_pony_the_movie_2017,$21.8M
5590,the_measure_of_a_man_2016,$112.1K
5591,submergence_2018,
5592,the_method_2007,
5593,rock_a_doodle,$11.6M
5594,girlfriend_experience,$695.4K
5595,the_overnighters,$109.6K
5596,ladies_in_black,
5597,jojo_rabbit,$33.4M
5598,allure_2018,
5599,parenthood,$99.6M
5600,office_killer,$74.9K
5601,superman_ii,
5602,searching_2018,$26.0M
5603,finding_neverland,$51.7M
5604,ascension_2021,
5605,the_abcs_of_death,$7.0K
5606,boxing_gym,$34.5K
5607,kung_fu_killer_2015,$129.1K
5608,without_a_paddle,$58.2M
5609,night_of_the_comet,
5610,kedarnath,$855.6K
5611,rules_of_engagement,$61.3M
5612,killer_elite_2011,$25.1M
5613,merchant_of_venice,$3.8M
5614,sierra_burgess_is_a_loser,
5615,rec_4_apocalypse,$708
5616,the_armor_of_light,
5617,the_insult,$1.0M
5618,lourdes_2010,$9.4K
5619,london_river,
5620,bombay_velvet,$437.6K
5621,tuvalu,$411.7K
5622,monday_2021,$30.9K
5623,favela_rising,
5624,dirty_weekend_2015,
5625,history_of_violence,$31.5M
5626,on_golden_pond,
5627,1031208-tales_of_hoffmann,$90.4K
5628,1104038-double_take,$29.8M
5629,bernie_2011,$9.2M
5630,the_brass_teapot,$6.6K
5631,whiplash_2014,$911.4K
5632,places_in_the_heart,
5633,total_eclipse,$339.9K
5634,trees_lounge,$673.3K
5635,my_best_fiend,
5636,kings_2017,$273.7K
5637,eo,$1.1M
5638,the_nut_job,$64.2M
5639,one_day,
5640,yummy_2020,
5641,our_mothers,
5642,mama_2013,$71.6M
5643,coast_2022,
5644,darby_and_the_dead,
5645,little_man,$58.3M
5646,a_walk_to_beautiful,
5647,the_little_things_2021,$14.7M
5648,kadosh,$742.4K
5649,abandoned_2022,
5650,jeepers_creepers,$37.9M
5651,united_states_of_leland,$343.8K
5652,await_further_instructions,
5653,the_kingdom_of_dreams_and_madness,
5654,one_lucky_elephant_2011,
